,log,cluster
1506,RT @NFL_Redskins: Week 17: NFL Flexes Dallas Cowboys vs. Washington Redskins Game For Sunday Night Football: When the Dallas... http://t ...,4
1507,Tony Romo's big day in loss continues league-wide trend for 400-yard passers http://t.co/nNtCTn99 #Cowboys #NFL,2
1508,"A lot of NFL rookies are balling out this year. RG3, Luck, Wilson, T-Rich, Doug Martin, Alfred Morris(6th round guy too)",2
1509,RT @Lizzs_Lockeroom: Cowboys vs Redskins prediction---> http://t.co/atY1PGzf,2
1510,"Looks like I am rooting for the Giants, Lions, Packers and Redskins in week 16.",2
1511,@j_defilippis12 my Redskins are winning the division! And were gonna beat Dallas next Sunday! #preparetolose,2
1512,#Redskins nation #GameHelmet #snapbacks #art #custom #handpainted http://t.co/8IeFdLvr,2
1513,RT @newvalleyblues: @Holdenradio the build up.  I'm 25. I've never bore witness to a Redskins game of this magnitude.,2
1514,Gotta beat the Redskins next Sunday then they're in playoffs! #ComeUpClutch,2
1515,RT @GamEHelmeT: #Redskins nation #GameHelmet #snapbacks #art #custom #handpainted http://t.co/8IeFdLvr,2
1516,RT @Jalenhendricks4: Hope Cowboys beat the Redskins next week,2
1517,redskins v.s seahawks in the wildcard round.you know dallas is going to loose.,2
1518,@mightycraigster @bromitchford I am predicting right now that the Redskins kill em!!,2
1519,Video: GameDay: New Orleans Saints vs. Dallas Cowboys ... http://t.co/vaJRiWJh #NFL #DallasCowboys,2
1520,@_SooFarGonee yoooo brah...I might have a party next week for the Redskins/Cowboys game...u home right?,2
1521,RT @TheJordanTh0mas: Winner takes all next week. #cowboysvs.redskins #COWBOYNATION,2
1522,RT @mdvahooper410: Im gonna show off there RT @LetItFly12 Just came up on some Redskins/Cowboys tickets for next week...#Win,2
1523,New NFL Laptop Bags Dallas Cowboys Pass Airport Security Without Removing Equipment From The Bag http://t.co/a2gQEk4K,2
1524,"@CutonDime25 @roobcsn Maclin a soft bum. Eagles need a possession receiver. O, Alfred Morris has five times as many TDs as Shady #Redskins",2
1525,RT @TheJordanTh0mas: @SportsCenter: The way Tony Romo is playing right now leads me to believe he can go into Washington & win that  ...,2
1526,"Nope. If DAL, NYG, CHI all lose, MIN is in even if they lose RT @MrSportsTake: If Vikes, Bears, and Redskins all lose, do the Vikes get in?",2
1527,"RT @RossTuckerEA The Redskins should be mad about getting blown out, but it will be easier to forget than a tight loss. #CCM",2
1528,"RT @ESPNRadio980: DJ Gomes has a MCL, MRI scheduled. #Redskins",2
1529,"@nfl how does Dallas win over Wash. Give the division, Wash. Has a better Conf. record.",2
1530,NFL: Bills 10-24 Miami; Indiannapolis 20-13 Kansas; Titanes 7-55 Green Bay; Nuevo Orleans 34-31 Dallas HechosAM http://t.co/tAqgSIAZ,2
1531,RT @ESPNRadio980: RG3 says he didn't feel the brace was slowing him down. Says he took the liberty to stroll to sideline on that 5 yard  ...,2
1532,RT @_RJ3: @JonPerezA im opposite of you. i'm terrified mainly cuz this is uncharted territory.  first time the redskins have EVERYTHING  ...,2
1533,from last night... #RG3 Report: Griffin leads #Redskins over Eagles | http://t.co/5UHkf9cU,6
1534,RT @Lizzs_Lockeroom: Cowboys vs Redskins prediction---> http://t.co/jRtxKx9h,2
1535,RT @CowboysDaily: NFL flexes Dallas Cowboys-Washington Redskins game http://t.co/qPlgNfZD,2
1536,Dallas Cowboys given reprieve for showdown with Redskins http://t.co/uIuPhMaZ,2
1537,"RT @CBSSports: Redskins, Cowboys, Vikings are win and in. All playoff scenarios: http://t.co/CSoTG3Gd",2
1538,"RT @Steve_S13: Giants need to win, Packers need to beat the Vikings, Redskins need to beat the Cowboys, and the Lions need to beat the B ...",2
1539,Redskins are about to get some calls from the refs next sunday too. #homefieldadvantage,2
1540,@stefonhenry I doubt that...Redskins 34 Cowboys 27.,2
1541,RT @PJTUCKER17: What a day what a day!!! Redskins win and cowgirls get smacked.. Now a suns win would just top the day off,2
1542,Sunday night football redskins cowboys    #HTTR,4
1543,wish we played this guy @Rich_Crawford6 all season!!  #REDSKINS,2
1544,Cowboys-Redskins flexed to Sunday Night Football in Week 17 http://t.co/gB8mvr4G,4
1545,Redskins outlast lowly Eagles as RG III returns | Maximum Sports Channels http://t.co/D4toKAwf,2
1546,@SportsCenter @dallascowboys @redskins Romo can win the game in Washington next week if our defense steps it up a notch!!,2
1547,RT @ESPNRadio980: #Redskins #Cowboys has been flexed to Sunday Night Football. #NBC #NFL #winnertakeall Exclusive coverage on @ESPNRadio ...,4
1548,@lunchablesNweed #HTTR !!! #REDSKINS,2
1549,#texans #falcons #seahawks #pats #redskins ain't got nothkg on #Ravens we will win it all.,2
1550,Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls including eli,2
1551,"@shanelangan90 @westlondonblue I think the giants are done, redskins Dallas what a game that will be winner takes all #gocowboys",2
1552,"had a dream about the #Redskins wining next week against Dallas last night... morning wood x 17,000",2
1553,Redskins outlast lowly Eagles as RG III returns | Maximum Sports Channels http://t.co/qGc2VAFG,2
1554,S/O to all my new #Redskins family #HTTR We playoff bound baby!! =),2
1555,"@redskinsbuzztap @Redskins_101 @BurgundyWarpath @NYCSkinsFans - I hope Mara woke up with a Hangover this AM.
Cap Penalty = Playoffs !!",2
1556,O naw RT @AlmostRaymond: Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls including eli,2
1557,"#Redskins have to win next weekend 
#HTTR #RedskinsNation #Letsgoskins",2
1558,"I'm gone go wit da #RedSkins now do
#RG3",2
1559,"NFL – All Tennessee Titans Games! Download torrent ‘ jwuAXbK8 nfl titans Locker, Washington, Chris Johnson 0FV07E7F... http://t.co/0FV07E7F",2
1560,NFL Saints New Orleans Saints hold off Dallas Cowboys' late rally for OT win KrZCNT5R 7x98KtjV http://t.co/7x98KtjV,2
1561,@BigDogBowden you suck at everything just like the redskins,2
1562,RT @ReggieRegSW: O naw RT @AlmostRaymond: Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls inc ...,2
1563,@ESPN_FirstTake Numbers don't lie. 10 (RG3) > 9 (Romo). Redskins will win their division.,2
1564,"@ESPN_FirstTake @CariChampion ""Boys Naughty, Saints Heavenly in Lose"" ""RGIII and Redskins, Ready for Showdown with Cowboys""",2
1565,Just killed this dude on madden with the redskins. He couldn't handle RG3.,2
1566,"“@Gbaby850: I'm gone go wit da #RedSkins now do
#RG3”

Cum join the #Patriots my boy",2
1567,"RT @Redskyn1: @redskinsbuzztap @Redskins_101 @BurgundyWarpath @NYCSkinsFans - I hope Mara woke up with a Hangover this AM.
Cap Penalty = ...",2
1568,NFL WASHINGTON REDSKIN LARGE TEAM SNOWMAN FIGURINE~BRAND NEW: US $9.99 (0… http://t.co/99PHyTPY #shopping  #charity,2
1569,I think I lose followers because I tweet about how bad the redskins are #shrugs #suckstosuck,2
1570,@SportsCenter @dallascowboys Tony Romo will never win the cowboys a  Superbowl might as well get rid of him,2
1571,When Washington and Dallas play I think Dallas will be in position to win the game. And blow it. Redskins win the division. Calling it now.,2
1572,Ill be getting to FedEx Field about noon on Sunday. Gonna be a long day of tailgating. #Redskins #HTTR #RedskinsNation #BeatTheCowboys,2
1573,"Good morning good people.. Good morning #HLMG... S/O to @Redskins one game at a time, til we get to the Ship..",2
1574,If only you were a Redskins fan,2
1575,Going thru my followers list following back #REDSKINS fans #HTTR,2
1576,"Given this month's outgoings and the wait until pay day, I really could have done with having that fiver on Redskins to win NFC East",2
1577,Robert Griffin III of Washington Redskins starts against Philadelphia Eagles ... http://t.co/5nvhzDDR,2
1578,"Redskins play Sunday Night, against the Cowgirls, Prime Time @RGIII vs what might be the worst prime time football team ever #HTTR",4
1579,RT @TheJadax: Going thru my followers list following back #REDSKINS fans #HTTR,2
1580,@the_OG_great_8 lets get cowboys and redskins into playoffs this year,2
1581,RT @charrrlieboy_: Omg I just ticket prices fkr the cowboys redskins game !! Fuck thats an arm n a leg right there :/,2
1582,@stefonhenry & still lost...lol Redskins playing lights out 6 straight wins & I see no reason why they won't get 7 straight..you'll see lol,2
1583,Eagles Vs. Redskins: Gold Stars And Demerits http://t.co/wayITRsb,2
1584,Washington Redskins Eye NFC East Crown http://t.co/oYc6BIsN @NFL,2
1585,Cowboys-Redskins flexed to Sunday night primetime slot http://t.co/ysjdKCc0,4
1586,“@boyscomedy: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed.” @amclark95 @DHBatman24 hahahahahahaha,2
1587,@alleniverson how bout them Redskins. Twisted,2
1588,"“@Jupiterxiii  #Seahawks can win NFC West with win + SF loss, first-round bye with win + SF and GB losses. #Redskins clinch NFC Eastwith win",2
1589,RT @TheJadax: @lunchablesNweed #HTTR !!! #REDSKINS,1
1590,"I hope #RG3 is in better form for the Redskins. He wasn't himself with that stupid brace, right?",2
1591,"""@boyscomedy: What does a Cowboys fan do after they win an NFL game? Turn off the xbox and go to bed."" @Cameron33Neace",2
1592,And I hate the redskins!,2
1593,"Merry Christmas Eve Everyone! 2night at FujiMar 1401 Kst NW ""Xmas Eve Extravaganza"" hosted by The Redskins & ... http://t.co/d6JL1bWB",2
1594,RT @Rich_Campbell: Redskins playoff scenarios are clear: Win division by beating or tying Dallas. Clinch wild card with losses by Chicag ...,2
1595,ooooh shit redskins cowboys game moved to sunday night,4
1596,@KavnerDC Yes so cool. Know if we can do one more thing and kick the Redskins Ass next week.:-),2
1597,A redskins seahawks matchup for wild card weekend would be awesome. Please beat dallas....,2
1598,"Redskins vs. Cowboys, Sunday 8:20 it's about to go down!!!!#HTTR #RedskinsAllday ya bish!!!",2
1599,The redskins play on Sunday night now,4
1600,Dallas Cowboys: Giants' Loss Sparks Historic Matchup vs. Washington Redskins | Bleacher Report http://t.co/Ner7szNQ via @bleacherreport,2
1601,"@wingoz  if the Giants, Bears, Redskins and Packers win then who would get in Giants or Bears?",2
1602,"#Redskins dump # #Eagles in what may be Reid's home finale (With Slideshow, Video)) - http://t.co/CSMbAi3X",2
1603,@Redskins give me a reason to wear my @RGIII jersey today! #HTTR,2
1604,"""The Cowboys are 8-4, with victories the Redskins couldn't get over the Bengals, Steelers and Panthers, while the Redskins are 7-5""",2
1605,@SWAGTHEKINGSR lol we'll beat the redskins on Sunday no worries,2
1606,RT @CollinTM6: ooooh shit redskins cowboys game moved to sunday night,4
1607,"Washington Redskins 27 Philadelphia Eagles 20 Final
Cincinnati Bengals 13 Pittsburgh Steelers 10 Final",2
1608,@JustinRasiul so if redskins lose we tie them if we win....so how is there a way,2
1609,Week 16 MVPs: Russell Wilson makes his case for Offensive Rookie of the Year (Shutdown Corner):... http://t.co/CNyzJ99a #COWBOYS #NFL,2
1610,"I just had a dream that I got to go to a redskins game, and I met RG3.",2
1611,"RT @Gazjor1: #CowboysNation no longer counting down to Xmas, instead counting down to #SNF Cowboys/Redskins!! Believe the hype!!",2
1612,"#TwitNewsNow Saints 34, Cowboys 31 (OT) http://t.co/Bjzjw9Yw #NFL",2
1613,"Im to lazy to look. They play someone in the NFL, but not Dallas or Wash. @quincyvol @BrianH618",2
1614,I need these home playoff game tickets tho @Redskins,2
1615,RT @SnapBacks_iRock: If only you were a Redskins fan,2
1616,Its a lot of #Redskins and #Cowboys fans in V.A #NFCEast is the best Division,2
1617,.@RGIII nominated for Rookie of the Week. #Redskins,2
1618,My team got that W #winnings #redskins 👌 http://t.co/DrqRjcFk,2
1619,Debating the redskins/cowboys game at a gas station with 6 diff ppl gettin gas lol. Poor cowboy fan was outnumbered #hail,2
1620,"@BT_Ben Based upon what evidence? College performance aside, the NFL is a very different beast. They can't all be Luck & RG3.",2
1621,#TwitNewsNow Dallas Cowboys fight back but can't finish Saints http://t.co/5OMnC3Lr #NFL,2
1622,"@SterlingMoore In a football way, please destroy and dismantle the Redskins.  Go Seahawks on them.  No better Christmas gift.",2
1623,Getting Sick Nothing New For Fletcher http://t.co/DXseEQ4I #redskins #httr,2
1624,@SportsCenter @dallascowboys @redskins finally giving him what he has worked so hard for,2
1625,@Redskins vs @Cowboys game flexed back to 8:20pm kickoff due to the epicness of the game http://t.co/SK9IBHjz #httr #RGIII #Redskins,2
1626,"""How long can they keep this up?""  Washington Redskins look to sustain hot streak - ESPN http://t.co/qODwE183 ^gb",2
1627,RT @BryanBroaddus: Talkin' Cowboys at a special time today at 10am on http://t.co/wLJEadyP. Recap of Saints and look forward to Redskins ...,2
1628,RT @MrDCsports: @stefonhenry & still lost...lol Redskins playing lights out 6 straight wins & I see no reason why they won't get ...,2
1629,Tony Romo only needs 315 yards against the redskins to hit 5k this year. #ROMO5k,2
1630,NFL: Dallas Cowboys' loss to New Orleans Saints proves meaningless http://t.co/zMHfz1qY,2
1631,RT @_PurpKobain: Redskins Have Broken NFL Records In 13 Of 15 Games,2
1632,pretty good #christmas so far.... :) #beats #redskins #rg3 #HTTR http://t.co/1HxmPxn7,2
1633,@BigDogBowden @bkepps1 for real I lose followers everytime I tweet about how bad the redskins are 😂😂,2
1634,RT @RedskinDisciple: Ill be getting to FedEx Field about noon on Sunday. Gonna be a long day of tailgating. #Redskins #HTTR #RedskinsNat ...,2
1635,"@ESPN_FirstTake  skip bayless picked one of the biggest underdogs to come out on top. Redskins, say whaaaaaaaaaa!!! #skiphowudodat",2
1636,Redskins have the best Rookie duo. Griffin and Morris.,2
1637,The Best. #Redskins (pntdreams's photo) http://t.co/8yJKfNYg,2
1638,Ha ha RT @Lizzs_Lockeroom: Cowboys vs Redskins prediction---> http://t.co/Azf2E22r,2
1639,“@NoWorries_adl: The biggest NFL game next week RedSkins vs Cowboys lol @dan_marchese” yessirrr,2
1640,NFL Dallas Cowboys Plush Team Fuzzy Dice Related  Products http://t.co/piwNZ4gY,2
1641,"#Redskins are currently the 4th seed. They can still make the playoffs if they lose, but MIN and CHI need to lose. Making them the 6th seed.",2
1642,Is it too much to hope for a ticket to see the Redskins at their next home game?,2
1643,Already RT @Dino_Brown: Cowboys gon beat the Redskins next week,2
1644,RT @JRsBBQ: #Cowboys vs #Redskins appears to be moving to prime time next Sunday night on @NBC. Loser Leave Town! @nfl,4
1645,"Texans,Falcons,Broncos e Patriots tao voando. E temos as promessas de Seahawks, Redskins(se passar) e Colts com seus calouros QB!",2
1646,Hail to the Redskins http://t.co/En32MTuH,8
1647,@RGIII looking like a beast in #sportsillustrated this week #superman #redskins #Bengals http://t.co/0pabxTpN,2
1648,Injuries take toll on defense at inopportune time http://t.co/VPKhRcSs #Cowboys #NFL,2
1649,Jerry Jones: No thoughts on coaching change http://t.co/PwYoh2ej #Cowboys #NFL,2
1650,RT @JRavoli55: All I want for Christmas is a Washington Redskins playoff berth 🙏 #HTTR,2
1651,RT @AlmostRaymond: Brady rodger Peyton Brees and I'm a redskins hater but I'm takin RG3 over anybody else lls including eli,2
1652,@jakeballagh13 I can tell your team is good.... #9-2 #Redskins,2
1653,Ewwwwww!!!! Why are the Washington Redskins following me!!!!,2
1654,@SportsCenter @dallascowboys @redskins Romo guiding da boyz back to the playoffs!  Defense will be prepared!,2
1655,@SportsCenter @dallascowboys @redskins I agree. Romo is a much better qb at this point. They go in to Washington and get a big win.,2
1656,Philadelphia Eagles: Birds lose to Redskins in... - The Times Herald http://t.co/GcvL75rP #NFL #PhiladelphiaEagles,2
1657,"@Goldy181 if the Eagles, Cowboys, Redskins, Cardinals, Mets, Jaguars all lose, Giants are in!",2
1658,Can't wait to beat the Redskins!!! #Seattle #SEAHAWKNATION #PlayOffs,2
1659,RT @PhatStacks_: We bored so we took over Shawns man cave room lol http://t.co/bQMdgdUo .... he like the redskins now? Smh,2
1660,Great redskins vs dallas game got moved to 8:30 at night. Its gonna be absalutly FREEZING,4
1661,IM DELIVERING TO THE REDSKINS. Thank you Potbelly.,2
1662,"Some Redskins links from yesterday, starting with the PDF of our special game section. Great lead photo of Moss: http://t.co/oCZQ4947",2
1663,Redskins been doing work the last 6 games.,2
1664,@KNegandhiESPN Seahawks or redskins,2
1665,6 straight wins for the redskins.. #LLLEEEEEGGGGGOOOOOO,2
1666,Watching A Redskins Christmas Carol: Oh RGIII! http://t.co/AyLtCB9h,2
1667,Redskins lead 13-10 at halftime http://t.co/sCAiRX2f,2
1668,ESPN suspends Rob Parker indefinitely after he questioned whether Redskins ... -  http://t.co/qtTEdFMZ,2
1669,Redskins one win from NFC East crown http://t.co/E6giKizt,2
1670,"After earlier losses, Redskins finally pull out a close one http://t.co/xkpsNnzq",2
1671,Cowboys-Redskins off to prime time http://t.co/C7CzCw3B,4
1672,"""@Simonesince78: Ewwwwww!!!! Why are the Washington Redskins following me!!!!"" Because they like big.....nevermind lol",2
1673,@KNegandhiESPN  combo between seahawks / redskins.  Both playing very well right now.,2
1674,Robert Griffin III returns from injury to lead Washington Redskins past ... http://t.co/O2DTDd75,2
1675,"Next week NYG nation gotta root for the Pack, Lions, Redskins, and of course Gmen. Damn thts sucks",2
1676,"Cowboys vs. Redskins has been ""flexed"" into Sunday Night Football on NBC. I expected this would happen. Let's Go... http://t.co/XcuS4OgN",4
1677,"@misstequila88 hey, I can't find the redskins hat like the one u got no where!.where u get urs?..I think it's tht everybody a skins fan nw 😭",2
1678,@Redskins @insidenflmedia better than AP??,2
1679,#Redskins #Cowboys #GameoftheYear I'm debating if I want to or not. Kids birthday comes 1st. http://t.co/DhxZs8Cs,2
1680,"RT @Brill_K: Giants beat the eagles, packers beat the Vikings, redskins beat the cowboys, and lions beat the bears, than the giants are  ...",2
1681,#Redskins already ready for the Cowboys – Washington Post (blog) http://t.co/gFpCOywe,2
1682,@dallascowboys we can win this! The Redskins are really not that great. Some safety and corner blitzes will help us beat them.,2
1683,"#PeopleWhoMadeMy2012 my whole team , both teams .. Redskins & superior.",2
1684,"RT @HTTR24_7: NFL QB Rating: (1) RGIII 104.1 , (7) Wilson 98.0 (25) Luck 75.6",2
1685,ICYMI - Saints hold on in OT to beat Cowboys 34-31 http://t.co/mF1RFxWW,2
1686,Every Redskins fan everywhere! http://t.co/31EQYQ02,2
1687,"Rewatching #Redskins game vs Eagles. Unsung hero #1: Evan Royster had some great runs. His 1st was on 3rd & 2, made a nice cutback for 1stdn",2
1688,ahhh im so happy they moved the redskins cowboy game to prime time,4
1689,RT @steelthistweet: Redskins are about to get some calls from the refs next sunday too. #homefieldadvantage,2
1690,"Redskins, Cowboys Set to Meet for NFC East Championship Sunday: http://t.co/zmCCsNP0",2
1691,Tuning in sir RT @BryanBroaddus: Talkin' Cowboys at a special time today at 10am http://t.co/fWEZCopo. Recap of Saints and look to Redskins,2
1692,Besides my @Redskins of course!!,2
1693,Next Sundays Cowboys vs Redskins game was moved to prime time. #LetsGoBoys #CowboysNation,4
1694,Thank you #NYGiants & #PhillyEagles for giving me an early Christmas Present... @Redskins all alone at Number 1 in the division!! #HTTR #fb,2
1695,#Cowboys: 2012 NFL Playoffs Scenarios for Week 17 (The SportsXchange): New England - AFC East http://t.co/6dD2nFy1,2
1696,RT @JAYICEE: The Night Before Christmas (Saints version): http://t.co/6Zf6ahIp via #Saints #NFL #Cowboys #Christmas,2
1697,RT @imaboutit44: ahhh im so happy they moved the redskins cowboy game to prime time,4
1698,RT @jelanijenkins3: Hail to the redskins,8
1699,@Brian_Kushing @_IyAMDave_ thats like coming out last year and sayin cam top 5..id pick RG3 over any QB in the nfl not sayin he the best doe,2
1700,"S/O to the Ravens tho...my Cowboys still gotta chance, even tho the Redskins looks unbeatable right now...I still got Faith! #CowboysNation",2
1701,RT @redskinsajb68: Who's ready for primetime?? Everybody wants to see the NFC Beast title come home to DC #HTTR #BeatDallas @Redskins @R ...,2
1702,"NFL Playoff Scenarios: 2012 Postseason Picture, New York Giants, Dallas ... http://t.co/GnFHzd7Y",2
1703,RT @RedskinsWatch: Robert Griffin III returns from injury to lead Washington Redskins past ... http://t.co/O2DTDd75,2
1704,"One sidebar chronicles the Redskins' heart-stopping final defensive stand, via @nathanfenno: http://t.co/SHelvVrd",2
1705,"RT @ManOfSteel_VI22: So, I think I found my future wife.  @RG3Woman I now know what the perfect woman looks like, She's a Redskins fan.  ...",2
1706,WHOLETIME ima start talking shit to the redskins fans now.......FUCK A REDSKIN FAN FUCK A RG3 FUCK CURT COUSINS FUCK THE TEAM SKINS #COWBOYS,2
1707,How Will the NFC East Logjam Sort Itself out in Time for Playoffs? http://t.co/x69u5nfU #redskins #skins,2
1708,RT @ThatManDime: WHOLETIME ima start talking shit to the redskins fans now.......FUCK A REDSKIN FAN FUCK A RG3 FUCK CURT COUSINS FUCK TH ...,2
1709,"@NFL32 should the nfl realign the divisions again?like dallas in the nfc south,carolina in the east,indy in the afc north balt the east",2
1710,@Tatted_Jack Lets go redskins I need ya 2 win,2
1711,#Cowboys #Redskins game moved to prime time  http://t.co/kTBCOpwP,4
1712,I'm so hyped for the Cowboys Redskins game this Sunday. #WinOrGoHome,4
1713,"@KNegandhiESPN Hot teams abound in #NFC. Who is hotter? Seahawks, Redskins, or Bengals?",2
1714,RT @CowboysBNews: Injuries take toll on defense at inopportune time http://t.co/VPKhRcSs #Cowboys #NFL,2
1715,Who is ready for the Redskins/Cowboys Game next Sunday Night!! Come watch it @1920dc.,4
1716,😠 RT @CowboysBNews: Jerry Jones: No thoughts on coaching change http://t.co/pXnjpsW2 #Cowboys #NFL,2
1717,Cowboys and Redskins game is moved to Sunday Night Football. Woot. #CowboysNation,4
1718,@richeisen anyway redskins can make playoffs by losing?,2
1719,Shoutout to them Redskins...for Sunday Night they flexed em.,4
1720,"In his column, @DanDalyOnSports examines how the Redskins are winning every type of game: http://t.co/fQPQ8Ylc",2
1721,"Domingo q vem, no SNF, torço pelos Redskins! RGIII mito!",2
1722,@Ravens does it also feel good to know the redskins beat that ass #flaccosucks,2
1723,#HTTC BOW DOWN REDSKINS,2
1724,RT @harDCor_barra: @NFLRT Never Been to Dallas Syndrome #Cowboys #Redskins  http://t.co/wFvKerIw,2
1725,"Bears play the Lions, Vikings play the Packers, and the Cowboys play the Redskins.",2
1726,I want to go to the Redskins vs Cowboys game so bad,2
1727,"@orcino14 tough decision? Support an organization that locked fans and players out twice in 6 years, or the red, hot Redskins...real tough",2
1728,@richeisen don't worry the Redskins will take care of Dallas next week #httr,2
1729,Redskins in this thing,2
1730,#sports #news NFL Week 17 point spreads and early line moves — Cowboys take action vs ... - http://t.co/MyuDWtJW,2
1731,"RT @CBSSports: Redskins, Cowboys, Vikings are win and in. All playoff scenarios: http://t.co/Q92KPiJi",2
1732,RT @JakubowskiMatt: @jakeballagh13 I can tell your team is good.... #9-2 #Redskins,2
1733,Man The Redskins Are Something Serious Right Now! #RedskinsNation Im Loving This. One More Team To Demolish. CowFaggies.,2
1734,"RT @ryan_fatula: @RealSkipBayless wouldn't that also prove that the redskins success isn't all rg3 since they won with cousins, so rg3 i ...",2
1735,"Favorite eagles fan moment at game was guy wearing a shirt that said ""redskins sucks"" and all the skins fans mocking his grammer. #HTTR",2
1736,Cowboys-Redskins flexed to Sunday Night Football in Week 17 #cowboysnation http://t.co/uhjq5SJG,4
1737,@KNegandhiESPN who wants to face my #Redskins right now? @ESPN_RobKing,2
1738,@richeisen What's the redskins scenario if they lose to dallas?,2
1739,@RawwTy nice header pic!! #REDSKINS #HTTR,2
1740,"If the Redskins win next sunday, and the Seahawks win, the Redskins will be playing the Seattle Seahawks in Washington in the playoffs.",2
1741,@J_Aussenheimer im not wrong look in the paper or go look online. It's either the redskins or cowboys getting in. Not both,2
1742,Next week were all watching the game together @AHershhhh @jacobproff11 and all cowboys redskins fans and we watching it at the grill,2
1743,"@SupermanNoble imma be a redskins, lions, and packers fan next week",2
1744,@thatgirlrachel_  :)))“@Zach_McElroy91: I want to go to the Redskins vs Cowboys game so bad”,2
1745,"@titorramos Ladies and Gentlemen, the 1st place Redskins!!!",2
1746,“urbanite_mx: NFL: Bills 10-24 Miami; Indiannapolis 20-13 Kansas; Titanes 7-55 Green Bay; Nuevo Orleans 34-31 Dallas” // ganamos @clau_hope?,2
1747,RT @L_macandcheese: @thatgirlrachel_  :)))“@Zach_McElroy91: I want to go to the Redskins vs Cowboys game so bad”,2
1748,Redskins - Cowboys: Sunday Night! Be There! http://t.co/LhWnKNza,4
1749,"Romo can go into Washington and beat that Redskins defense, but can the Dallas D beat the Redskins O?",2
1750,'Empty feeling' for Tony Romo after 400-yard game - ESPN (blog): 'Empty feeling' for Tony Romo aft... http://t.co/Vgwoii4d #cowboys #nfl,2
1751,"Finally, Redskins playoff scenarios: Win the NFC East by beating or tying Dallas. Clinch a wild card spot if Chicago AND Minnesota lose.",2
1752,RT @XIsThatNigga: Cowboys fans acting like they beat the Redskins already and they also acting like they didn’t lose yesterday,2
1753,RT @bigman245: @MsPFNT Good morning MsPFNT - Hail to the Redskins...Woo Hoo! - Have a wonderful day. :-),8
1754,"RT @DaiyLassiter: @SupermanNoble imma be a redskins, lions, and packers fan next week",2
1755,"Todo está muy apretado para @giants, si gana @eagles, @dallas a @redskins y @packers despacha a @vikins, habría tres en la nacional con 9-7",2
1756,"@chaddukes exactly. @richeisen claimed the redskins have been unimpressive & havent beat anyone good this year. GIVE THEM RESPECT, damnit!",2
1757,Still remember ninjas laughin wen i said n april #Redskins was goin 10-6 n will win the Beast,2
1758,Also after tomorrow I'm going to be counting down the days till Sunday #cowboys #redskins @hussamouri,2
1759,Philadelphia Eagles: Birds lose to Redskins in... http://t.co/XE0AwSNv,2
1760,@Redskins @extremeskins Foles would like to forget that play,2
1761,Metro To Stay Open Late For Redskins Game: WASHINGTON (AP) — Metro says its rail service will stay open late to... http://t.co/TUNGtiOk,2
1762,#NFL Week 17 #Cowboys vs #Redskins predictions--winner take all http://t.co/YgTjU3SJ #bookieblitz,2
1763,Cowboys-Redskins off to prime time - ESPN http://t.co/3Sv7iyjq,4
1764,"The Giants need a Redskins, Green Bay and Detroit to win to make the playoffs. If the Redskins Lose they'd need GB and DET to win as well.",2
1765,@NFL_Stats a Redskins W over Dallas,2
1766,The fact that the steelers didn't make the playoffs and the cowboys and giants could also not make it  too>>>>>> #NFL,2
1767,"I just looked back at my tweets, and didn't tweet anything about my @Redskins. #HTTR I feel ashamed #smh",2
1768,#Yahoo #Trending #Now Dallas Cowboys: Players Who Must Step Up in Tell-All Game Against Redskins http://t.co/BUMq6nLB #AutoFollowBack Qo,2
1769,@EricStyons exactly Redskins know what's at stake here,2
1770,redskins vs cowboys game moved to primetime!,4
1771,"Todo muy apretado para @giants, si gana a @eagles, @cowboys a @redskins y @packers despacha a @vikins, habría tres en la nacional con 9-7",2
1772,@vbejar3993 @bosox3063 @pdotson24 cowboys @ redskins primetime TV next Sunday... we must watch it!,2
1773,All I want for Christmas is 4 tix to Skins/Cowpies! #Redskins,2
1774,Superbowl picks: Broncos vs. Seahawks/Redskins,2
1775,Week 17: Cowboys vs. Redskins Line at Washington -3.5 - Week 17 has very important game that NFL game has the ... http://t.co/GP59t9hm,2
1776,Redskins have a meaningful game in December finally,2
1777,Is it cowboys vs Redskins yet? #CowboysNation,2
1778,NFC playoff picture: Dallas Cowboys still in control http://t.co/leNZ6pC2,2
1779,Yall happy the Redskins finally made playoffs lmaoo,2
1780,"Shaddupp lls they still suckk RT @_akeeeeylaaaa_: , i give credit where its due , & the redSKINS deserve it !",2
1781,RT @B_Cavaliere: Yall happy the Redskins finally made playoffs lmaoo,2
1782,too bad he's a redskins fan -__- sundays are gonna be awkward.,2
1783,"Washington Redskins vs. Philadelphia Eagles - Recap - December 23, 2012 http://t.co/bDMtpL47",2
1784,"@BossMan_Sholay , im #RAVENSnation buh the redskins grinding right now .",2
1785,NFL Week 17 Cowboys vs Redskins Pick... http://t.co/Pan5Mpbg,2
1786,RT @SCollinsEA That's why the Eagles and Redskins is a rivalry! #CCM,2
